x;y;z;1573102185;716;-110;
1573102192;219;-110;
-0.215895;0.121317;0.55;
-0.215895;0.121317;0.55;
-0.215895;0.121317;0.55;
-0.215895;0.121317;0.55;
-0.215895;0.121317;0.55;
-0.215895;0.121317;0.55;
-0.215895;0.121317;0.55;
-0.215895;0.121317;0.55;
-0.215895;0.121317;0.55;
-0.215895;0.121317;0.55;
-0.215895;0.121317;0.55;
-0.215895;0.121317;0.55;
0;0;0;
1573102192;267;-110;
-0.313021;0.123201;0.55;
-0.469548;0.184798;0.55;
-0.626074;0.246394;0.55;
-0.782601;0.307991;0.55;
-0.939128;0.369588;0.55;
-1.09565;0.431185;0.55;
-1.25218;0.492782;0.55;
-1.40871;0.554379;0.55;
-1.56524;0.615976;0.55;
-1.72176;0.677573;0.55;
-1.87829;0.73917;0.55;
-2.03482;0.800767;0.55;
0;0;0;
1573102192;354;-110;
-0.406469;0.0941404;0.55;
-0.416551;0.0843218;0.55;
-0.418762;0.0725512;0.55;
-0.420656;0.0606063;0.55;
-0.422222;0.0485131;0.55;
-0.423447;0.0362995;0.55;
-0.424322;0.0239948;0.55;
-0.424841;0.0116293;0.55;
-0.424999;-0.000765662;0.55;
-0.424796;-0.0131586;0.55;
-0.424233;-0.025518;0.55;
-0.423315;-0.0378127;0.55;
0;0;0;
1573102192;389;-110;
-0.408038;0.11887;0.55;
-0.410851;0.108751;0.55;
-0.413444;0.0984313;0.55;
-0.415805;0.0879265;0.55;
-0.41792;0.077252;0.55;
-0.419777;0.0664255;0.55;
-0.421365;0.055466;0.55;
-0.422675;0.0443938;0.55;
-0.423699;0.0332303;0.55;
-0.42443;0.0219981;0.55;
-0.424865;0.0107203;0.55;
-0.425;-0.000579618;0.55;
0;0;0;
1573102192;438;-110;
-0.410763;0.109082;0.55;
-0.413564;0.0979284;0.55;
-0.416092;0.086559;0.55;
-0.418331;0.0749942;0.55;
-0.420266;0.0632566;0.55;
-0.421884;0.0513706;0.55;
-0.423173;0.0393623;0.55;
-0.424125;0.0272594;0.55;
-0.424732;0.0150905;0.55;
-0.42499;0.0028854;0.55;
-0.424898;-0.00932602;0.55;
-0.424455;-0.0215136;0.55;
0;0;0;
1573102192;475;-110;
-0.419597;0.0675533;0.55;
-0.422003;0.0503807;0.55;
-0.423532;0.0352945;0.55;
-0.424459;0.0214365;0.55;
-0.424922;0.00812006;0.55;
-0.424967;-0.00527802;0.55;
-0.424557;-0.0194101;0.55;
-0.423551;-0.0350624;0.55;
-0.421644;-0.0533066;0.55;
-0.383723;-0.0695121;0.55;
-0.334578;-0.0853454;0.55;
-0.27715;-0.101179;0.55;
0;0;0;
1573102192;520;-110;
-0.406552;0.0620898;0.55;
-0.397248;0.0562564;0.55;
-0.385597;0.0504231;0.55;
-0.3716;0.0445898;0.55;
-0.355258;0.0387564;0.55;
-0.33657;0.0329231;0.55;
-0.315536;0.0270898;0.55;
-0.292156;0.0212564;0.55;
-0.266431;0.0154231;0.55;
-0.23803;0.00927526;0.55;
-0.207942;0.00340504;0.55;
-0.175179;-0.00243407;0.55;
0;0;0;
1573102192;616;-110;
-0.421567;0.0537359;0.55;
-0.423803;0.0309025;0.55;
-0.424724;0.00806919;0.55;
