x;y;z;index;time;ms;1573102185;716;-110;
-0.214595;0.120587;0.55;1;1573102192;219;-110;
-0.45636;0.179608;0.55;1;1573102192;267;-110;
-0.406281;0.082625;0.55;1;1573102192;354;-110;
-0.407361;0.10823;0.55;1;1573102192;390;-110;
-0.409867;0.0975414;0.55;1;1573102192;438;-110;
-0.412702;0.0531316;0.55;1;1573102192;476;-110;
-0.387602;0.0562877;0.55;1;1573102192;520;-110;
-0.416693;0.0322281;0.55;1;1573102192;616;-110;
-0.417289;0.0260217;0.55;1;1573102192;693;-110;
-0.417615;0.021499;0.55;1;1573102192;742;-110;
-0.417794;0.0181146;0.55;1;1573102192;778;-110;
-0.4179;0.0161727;0.55;1;1573102192;858;-110;
-0.420933;0.0355706;0.55;1;1573102192;905;-110;
-0.421001;0.0347514;0.55;1;1573102192;944;-110;
-0.420931;0.0354244;0.55;1;1573102193;21;-110;
-0.420891;0.0357197;0.55;1;1573102193;61;-110;
-0.420831;0.0361875;0.55;1;1573102193;100;-110;
-0.420264;0.0370572;0.55;1;1573102193;138;-110;
-0.420569;0.0384845;0.55;1;1573102193;231;-110;
-0.420476;0.0401757;0.55;1;1573102193;308;-110;
-0.420362;0.0416676;0.55;1;1573102193;354;-110;
-0.420216;0.043258;0.55;1;1573102193;400;-110;
-0.420073;0.044668;0.55;1;1573102193;438;-110;
-0.419892;0.0463428;0.55;1;1573102193;532;-110;
-0.419702;0.0480312;0.55;1;1573102193;610;-110;
-0.419481;0.0499229;0.55;1;1573102193;695;-110;
-0.419279;0.0515896;0.55;1;1573102193;735;-110;
-0.4191;0.0530296;0.55;1;1573102193;781;-110;
-0.418908;0.0545197;0.55;1;1573102193;869;-110;
-0.419077;0.0529788;0.55;1;1573102193;998;-110;
-0.414791;0.0305353;0.55;1;1573102194;130;-110;
-0.419585;0.0361405;0.55;1;1573102194;297;-110;
-0.410367;0.0693869;0.55;1;1573102194;445;-110;
-0.403089;-0.0853221;0.55;1;1573102194;494;-110;
-0.390075;0.0607619;0.55;1;1573102194;566;-110;
-0.38153;0.0575233;0.55;1;1573102195;19;-110;
-0.374889;0.0557473;0.55;1;1573102195;148;-110;
-0.368248;0.0632613;0.549457;51;1573102195;196;-110;
-0.363732;0.065406;0.549529;67;1573102195;235;-110;
-0.357311;0.064067;0.550068;69;1573102195;323;-110;
-0.3571;0.0682934;0.551388;95;1573102195;364;-110;
-0.3571;0.0682934;0.551388;95;1573102195;408;-110;
-0.359841;0.071837;0.549816;60;1573102195;451;-110;
-0.348326;0.0862118;0.550173;104;1573102195;538;-110;
-0.330486;0.0579001;0.550549;73;1573102195;583;-110;
-0.344452;0.06336;0.54965;32;1573102195;669;-110;
-0.297516;0.0598953;0.549028;99;1573102195;714;-110;
-0.288913;0.035371;0.549117;118;1573102195;794;-110;
-0.286487;0.0256925;0.550763;80;1573102195;838;-110;
-0.260006;0.043715;0.550189;93;1573102195;917;-110;
-0.254358;0.046536;0.550963;88;1573102195;962;-110;
-0.240594;0.0491895;0.549883;54;1573102196;44;-110;
-0.228294;0.0521038;0.549377;60;1573102196;256;-110;
-0.214934;0.0573117;0.550344;64;1573102196;297;-110;
-0.207646;0.0681139;0.549472;60;1573102196;382;-110;
-0.210373;0.0691536;0.550025;58;1573102196;455;-110;
-0.201432;0.0719544;0.550415;61;1573102196;553;-110;
-0.183799;0.0858774;0.549497;99;1573102196;591;-110;
-0.187412;0.0831438;0.550075;83;1573102196;628;-110;
-0.170161;0.0915717;0.550724;45;1573102196;715;-110;
-0.158536;0.0857452;0.550004;58;1573102196;754;-110;
-0.186727;0.0693809;0.549901;3;1573102196;836;-110;
-0.145279;0.0761214;0.550015;19;1573102196;877;-110;
-0.131161;0.0923212;0.550005;5;1573102196;918;-110;
-0.121341;0.0937472;0.550029;5;1573102196;996;-110;
-0.114493;0.080341;0.549999;3;1573102197;81;-110;
-0.114791;0.0808911;0.550005;3;1573102197;119;-110;
-0.089971;0.0936967;0.550034;5;1573102197;168;-110;
-0.0857324;0.0963487;0.550004;6;1573102197;202;-110;
-0.0710846;0.097197;0.549983;5;1573102197;242;-110;
-0.0631727;0.103451;0.549978;7;1573102197;283;-110;
-0.0534604;0.104141;0.55002;7;1573102197;321;-110;
-0.0464267;0.108348;0.549989;5;1573102197;424;-110;
-0.0378934;0.110964;0.549986;5;1573102197;459;-110;
-0.0340069;0.11411;0.550023;6;1573102197;504;-110;
-0.0219713;0.117838;0.549929;5;1573102197;549;-110;
-0.0136045;0.120359;0.549993;5;1573102197;641;-110;
-0.00754868;0.126032;0.55005;5;1573102197;761;-110;
-0.000344959;0.128658;0.549897;5;1573102197;841;-110;
0.00687881;0.131325;0.549997;5;1573102198;231;-110;
0.00260252;0.13374;0.549947;2;1573102198;318;-110;
-0.0016555;0.0916317;0.55;1;1573102198;401;-110;
0.0258535;0.0961064;0.549994;4;1573102198;473;-110;
0.0304556;0.0938787;0.549948;5;1573102198;514;-110;
0.0481358;0.118086;0.549996;6;1573102198;569;-110;
0.0584909;0.134659;0.550047;5;1573102198;656;-110;
0.0660219;0.13716;0.549958;5;1573102198;738;-110;
0.0702782;0.141182;0.549975;6;1573102198;826;-110;
0.0779598;0.143831;0.549884;6;1573102198;865;-110;
0.0841625;0.150665;0.550098;6;1573102198;919;-110;
0.0878863;0.162001;0.550226;6;1573102198;973;-110;
0.0878863;0.162001;0.550226;6;1573102199;10;-110;
0.0933113;0.171247;0.550174;7;1573102199;53;-110;
0.110197;0.156928;0.550022;7;1573102200;345;-110;
0.114171;0.159958;0.550201;15;1573102200;387;-110;
0.114171;0.159958;0.550201;15;1573102200;423;-110;
0.123463;0.157376;0.550418;19;1573102200;464;-110;
0.122938;0.172086;0.549686;19;1573102200;562;-110;
0.127798;0.173258;0.549639;21;1573102200;603;-110;
0.128953;0.179434;0.549921;32;1573102200;680;-110;
0.124539;0.18178;0.549831;28;1573102200;714;-110;
0.130493;0.171483;0.549164;32;1573102200;758;-110;
0.130493;0.171483;0.549164;32;1573102200;840;-110;
0.130493;0.171483;0.549164;32;1573102200;880;-110;
0.127535;0.178757;0.549748;37;1573102200;964;-110;
0.127535;0.178757;0.549748;37;1573102201;6;-110;
