x;y;z;index;type;1.9981e-05;383665;-110;
-0.112421;0.182655;0.55;1;4;
-0.155266;0.273462;0.55;1;4;
-0.0626328;0.201376;0.55;1;4;
-0.0750518;0.168796;0.55;1;4;
-0.069563;0.168446;0.55;1;4;
-0.0516102;0.226382;0.55;1;4;
12.1201;503741;-110;
-0.0590419;0.21603;0.55;0;1;
-0.046007;0.231027;0.55;1;1;
-0.0331396;0.245629;0.55;2;1;
-0.0205145;0.259679;0.55;3;1;
-0.00812802;0.273302;0.55;4;1;
0.00414323;0.287088;0.55;5;1;
0.0165388;0.302084;0.55;6;1;
0.0293382;0.319465;0.55;7;1;
0.0427394;0.340007;0.55;8;1;
0.0567625;0.363673;0.55;9;1;
0.0712361;0.389559;0.55;10;1;
0.0858705;0.416235;0.55;11;1;
0;0;0;12;1;
-0.0590419;0.21603;0.55;0;2;
-0.0439935;0.227854;0.55;1;2;
-0.0304525;0.241332;0.55;2;2;
-0.0169525;0.256298;0.55;3;2;
-0.0045525;0.272153;0.55;4;2;
0.0089475;0.290595;0.55;5;2;
0.0224475;0.310692;0.55;6;2;
0.0359475;0.332444;0.55;7;2;
0.0494475;0.35585;0.55;8;2;
0.0629475;0.380911;0.55;9;2;
0.0764475;0.407627;0.55;10;2;
0.0858705;0.416235;0.55;11;2;
0;0;0;12;2;
0.116543;0.344014;0.549899;0;3;
0.118405;0.339375;0.549991;518;3;
0.115112;0.335614;0.55008;517;3;
0.111263;0.332429;0.550286;516;3;
0.106462;0.333827;0.550284;515;3;
0.102964;0.330255;0.550296;514;3;
0.0988217;0.327455;0.550345;503;3;
0.0938628;0.326819;0.550267;500;3;
0.0914664;0.322433;0.550391;489;3;
0.0897138;0.31775;0.550319;479;3;
0.0868829;0.313632;0.550475;473;3;
0.0837748;0.309716;0.550544;468;3;
0.0808653;0.30565;0.550556;466;3;
0.0809982;0.30071;0.549792;463;3;
0.0769781;0.297737;0.549794;459;3;
0.0720959;0.296664;0.549682;438;3;
0.0671298;0.296187;0.549349;417;3;
0.0622085;0.297058;0.549201;412;3;
0.0587237;0.300644;0.549251;398;3;
0.0537474;0.301123;0.549164;395;3;
0.0490327;0.299458;0.549157;394;3;
0.0456876;0.295743;0.549047;386;3;
0.0433536;0.291397;0.54986;381;3;
0.0398802;0.294993;0.549897;380;3;
0.0349096;0.295532;0.549951;377;3;
0.0308049;0.292762;0.549258;371;3;
0.0268093;0.289757;0.549315;358;3;
0.0234727;0.286042;0.549059;351;3;
0.0250689;0.281311;0.549329;341;3;
0.0203981;0.279617;0.548771;335;3;
0.0181458;0.278918;0.549521;325;3;
0.0134215;0.280415;0.550186;305;3;
0.00846017;0.279795;0.550161;304;3;
0.00373414;0.281243;0.549408;286;3;
0.00228949;0.276472;0.549802;281;3;
-0.0015981;0.273357;0.55023;273;3;
-0.00615823;0.271384;0.549674;262;3;
-0.00521804;0.266477;0.549471;260;3;
-0.00864227;0.262867;0.549961;247;3;
-0.0119168;0.266618;0.550416;232;3;
-0.0168786;0.267226;0.55052;225;3;
-0.0207842;0.264115;0.550264;199;3;
-0.0223838;0.259398;0.550701;167;3;
-0.0259251;0.255869;0.550613;144;3;
-0.026931;0.250975;0.550811;141;3;
-0.0270982;0.245995;0.550397;134;3;
-0.024636;0.241644;0.550396;132;3;
-0.0291016;0.239461;0.549854;106;3;
-0.0308117;0.234786;0.550329;101;3;
-0.0355487;0.233188;0.550416;79;3;
-0.03472;0.228295;0.55102;77;3;
-0.0331014;0.223578;0.550651;73;3;
-0.0379133;0.22222;0.550681;68;3;
-0.0426507;0.220623;0.550767;62;3;
-0.0469667;0.218114;0.550491;12;3;
-0.0506449;0.221477;0.550087;6;3;
-0.0516102;0.226382;0.55;0;0;0;0;1;3;
-0.0650362;0.211623;0.55;0;0;0;0;0;3;
-0.0355487;0.233188;0.550416;79;4;
12.2073;590926;-110;
-0.0503205;0.22003;0.55;0;1;
-0.0349441;0.233638;0.55;1;1;
-0.0197733;0.246862;0.55;2;1;
-0.00489513;0.259557;0.55;3;1;
0.00971184;0.271865;0.55;4;1;
0.0242346;0.284386;0.55;5;1;
0.0390188;0.298164;0.55;6;1;
0.0544598;0.314357;0.55;7;1;
0.0708297;0.333722;0.55;8;1;
0.0881407;0.356209;0.55;9;1;
0.106128;0.380911;0.55;10;1;
0.124356;0.406399;0.55;11;1;
0;0;0;12;1;
-0.0503205;0.22003;0.55;0;2;
-0.0328264;0.231976;0.55;1;2;
-0.0168264;0.245043;0.55;2;2;
-0.000826436;0.258873;0.55;3;2;
0.0140736;0.273442;0.55;4;2;
0.0300736;0.289874;0.55;5;2;
0.0460736;0.307427;0.55;6;2;
0.0620736;0.326101;0.55;7;2;
0.0780736;0.345897;0.55;8;2;
0.0940736;0.366814;0.55;9;2;
0.110074;0.388852;0.55;10;2;
0.124356;0.406399;0.55;11;2;
0;0;0;12;2;
0.116543;0.344014;0.549899;0;3;
0.118405;0.339375;0.549991;518;3;
0.115112;0.335614;0.55008;517;3;
0.111263;0.332429;0.550286;516;3;
0.106462;0.333827;0.550284;515;3;
0.102964;0.330255;0.550296;514;3;
0.0988217;0.327455;0.550345;503;3;
0.0938628;0.326819;0.550267;500;3;
0.0914664;0.322433;0.550391;489;3;
0.0897138;0.31775;0.550319;479;3;
0.0868829;0.313632;0.550475;473;3;
0.0837748;0.309716;0.550544;468;3;
0.0808653;0.30565;0.550556;466;3;
0.0809982;0.30071;0.549792;463;3;
0.0769781;0.297737;0.549794;459;3;
0.0720959;0.296664;0.549682;438;3;
0.0671298;0.296187;0.549349;417;3;
0.0622085;0.297058;0.549201;412;3;
0.0587237;0.300644;0.549251;398;3;
0.0537474;0.301123;0.549164;395;3;
0.0490327;0.299458;0.549157;394;3;
0.0456876;0.295743;0.549047;386;3;
0.0433536;0.291397;0.54986;381;3;
0.0398802;0.294993;0.549897;380;3;
0.0349096;0.295532;0.549951;377;3;
0.0308049;0.292762;0.549258;371;3;
0.0268093;0.289757;0.549315;358;3;
0.0234727;0.286042;0.549059;351;3;
0.0250689;0.281311;0.549329;341;3;
0.0203981;0.279617;0.548771;335;3;
0.0181458;0.278918;0.549521;325;3;
0.0134215;0.280415;0.550186;305;3;
0.00846017;0.279795;0.550161;304;3;
0.00373414;0.281243;0.549408;286;3;
0.00228949;0.276472;0.549802;281;3;
-0.0015981;0.273357;0.55023;273;3;
-0.00615823;0.271384;0.549674;262;3;
-0.00521804;0.266477;0.549471;260;3;
-0.00864227;0.262867;0.549961;247;3;
-0.0119168;0.266618;0.550416;232;3;
-0.0168786;0.267226;0.55052;225;3;
-0.0207842;0.264115;0.550264;199;3;
-0.0223838;0.259398;0.550701;167;3;
-0.0259251;0.255869;0.550613;144;3;
-0.026931;0.250975;0.550811;141;3;
-0.0270982;0.245995;0.550397;134;3;
-0.024636;0.241644;0.550396;132;3;
-0.0291016;0.239461;0.549854;106;3;
-0.0308117;0.234786;0.550329;101;3;
-0.0355487;0.233188;0.550416;79;3;
-0.03472;0.228295;0.55102;77;3;
-0.0331014;0.223578;0.550651;73;3;
-0.0379133;0.22222;0.550681;68;3;
-0.0426507;0.220623;0.550767;62;3;
-0.0469667;0.218114;0.550491;12;3;
-0.0506449;0.221477;0.550087;6;3;
-0.0516102;0.226382;0.55;0;0;0;0;1;3;
-0.0650362;0.211623;0.55;0;0;0;0;0;3;
-0.0207842;0.264115;0.550264;199;4;
12.2433;626934;-110;
-0.0399503;0.224232;0.55;0;1;
-0.0206842;0.234374;0.55;1;1;
-0.00169352;0.244045;0.55;2;1;
0.016909;0.253054;0.55;3;1;
0.0351643;0.261483;0.55;4;1;
0.0533498;0.269842;0.55;5;1;
0.071968;0.279043;0.55;6;1;
0.0915886;0.290121;0.55;7;1;
0.112599;0.303771;0.55;8;1;
0.135005;0.319997;0.55;9;1;
0.158412;0.338065;0.55;10;1;
0.182175;0.356789;0.55;11;1;
0;0;0;12;1;
-0.0399503;0.224232;0.55;0;2;
-0.0183916;0.23607;0.55;1;2;
0.00165565;0.247971;0.55;2;2;
0.0219417;0.259296;0.55;3;2;
0.0410084;0.270861;0.55;4;2;
0.061175;0.282949;0.55;5;2;
0.0813417;0.295099;0.55;6;2;
0.101508;0.307312;0.55;7;2;
0.121675;0.319588;0.55;8;2;
0.141842;0.331926;0.55;9;2;
0.162008;0.344326;0.55;10;2;
0.182175;0.356789;0.55;11;2;
0;0;0;12;2;
0.116543;0.344014;0.549899;0;3;
0.118405;0.339375;0.549991;518;3;
0.115112;0.335614;0.55008;517;3;
0.111263;0.332429;0.550286;516;3;
0.106462;0.333827;0.550284;515;3;
0.102964;0.330255;0.550296;514;3;
0.0988217;0.327455;0.550345;503;3;
0.0938628;0.326819;0.550267;500;3;
0.0914664;0.322433;0.550391;489;3;
0.0897138;0.31775;0.550319;479;3;
0.0868829;0.313632;0.550475;473;3;
0.0837748;0.309716;0.550544;468;3;
0.0808653;0.30565;0.550556;466;3;
0.0809982;0.30071;0.549792;463;3;
0.0769781;0.297737;0.549794;459;3;
0.0720959;0.296664;0.549682;438;3;
0.0671298;0.296187;0.549349;417;3;
0.0622085;0.297058;0.549201;412;3;
0.0587237;0.300644;0.549251;398;3;
0.0537474;0.301123;0.549164;395;3;
0.0490327;0.299458;0.549157;394;3;
0.0456876;0.295743;0.549047;386;3;
0.0433536;0.291397;0.54986;381;3;
0.0398802;0.294993;0.549897;380;3;
0.0349096;0.295532;0.549951;377;3;
0.0308049;0.292762;0.549258;371;3;
0.0268093;0.289757;0.549315;358;3;
0.0234727;0.286042;0.549059;351;3;
0.0250689;0.281311;0.549329;341;3;
0.0203981;0.279617;0.548771;335;3;
0.0181458;0.278918;0.549521;325;3;
0.0134215;0.280415;0.550186;305;3;
0.00846017;0.279795;0.550161;304;3;
0.00373414;0.281243;0.549408;286;3;
0.00228949;0.276472;0.549802;281;3;
-0.0015981;0.273357;0.55023;273;3;
-0.00615823;0.271384;0.549674;262;3;
-0.00521804;0.266477;0.549471;260;3;
-0.00864227;0.262867;0.549961;247;3;
-0.0119168;0.266618;0.550416;232;3;
-0.0168786;0.267226;0.55052;225;3;
-0.0207842;0.264115;0.550264;199;3;
-0.0223838;0.259398;0.550701;167;3;
-0.0259251;0.255869;0.550613;144;3;
-0.026931;0.250975;0.550811;141;3;
-0.0270982;0.245995;0.550397;134;3;
-0.024636;0.241644;0.550396;132;3;
-0.0291016;0.239461;0.549854;106;3;
-0.0308117;0.234786;0.550329;101;3;
-0.0355487;0.233188;0.550416;79;3;
-0.03472;0.228295;0.55102;77;3;
-0.0331014;0.223578;0.550651;73;3;
-0.0379133;0.22222;0.550681;68;3;
-0.0426507;0.220623;0.550767;62;3;
-0.0469667;0.218114;0.550491;12;3;
-0.0506449;0.221477;0.550087;6;3;
