x;y;z;yaw;roll;pitch;type;time;ms;delimiter;4.48e-06;507241;-110;
-0.127371;0.171772;0.569528;-3.14158;-3.14159;9.69769e-07;1;8.11519;622423;-110;
0.189763;0.284035;0.569528;-0.0217599;-3.05688;-0.0945204;2;8.11521;622444;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00488e-06;1;8.18069;687928;-110;
0.195758;0.284706;0.573666;-0.016338;-3.06932;-0.0668452;2;8.1807;687937;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00484e-06;1;8.25943;766669;-110;
0.200328;0.282605;0.573666;-0.0270079;-3.04353;-0.0855076;2;8.25944;766679;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00485e-06;1;8.29373;800967;-110;
0.205499;0.282834;0.573666;-0.00973094;-3.08814;-0.0506584;2;8.29375;800987;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00485e-06;1;8.33847;845705;-110;
0.201694;0.280705;0.573666;-0.0188042;-3.06634;-0.0718142;2;8.33848;845713;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00485e-06;1;8.38089;888125;-110;
0.207449;0.279974;0.573666;-0.0081079;-3.08761;-0.0591461;2;8.3809;888137;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00485e-06;1;8.41973;926967;-110;
0.21186;0.280128;0.573666;-0.0159308;-3.0567;-0.0496044;2;8.41975;926983;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00485e-06;1;8.46277;970003;-110;
0.210956;0.278666;0.573666;-0.0119269;-3.08053;-0.0608179;2;8.46278;970015;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00486e-06;1;8.55345;60682;-110;
0.213523;0.27601;0.573666;-0.0122708;-3.08661;-0.0657559;2;8.55345;60690;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00486e-06;1;8.59209;99329;-110;
0.217825;0.27617;0.573666;-0.0226449;-3.04861;-0.0764664;2;8.59211;99346;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00486e-06;1;8.6313;138534;-110;
0.218614;0.274719;0.573666;-0.0177135;-3.08041;-0.076112;2;8.63131;138546;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00487e-06;1;8.72609;233328;-110;
0.221666;0.272485;0.573666;-0.016695;-3.07234;-0.0680927;2;8.7261;233337;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00487e-06;1;8.77463;281866;-110;
0.226512;0.272215;0.573666;-0.0134633;-3.0609;-0.043445;2;8.77465;281888;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00487e-06;1;8.85029;357528;-110;
0.228299;0.270965;0.573666;-0.0193233;-3.05913;-0.0606929;2;8.8503;357536;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00487e-06;1;8.88961;396850;-110;
0.231339;0.269953;0.573666;-0.0170645;-3.0638;-0.0638504;2;8.88963;396863;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00488e-06;1;8.92716;434393;-110;
0.229582;0.26838;0.573666;-0.0138479;-3.07301;-0.065558;2;8.92717;434402;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00488e-06;1;8.96673;473966;-110;
0.234966;0.269094;0.573666;-0.0165807;-3.03993;-0.052546;2;8.96675;473985;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00488e-06;1;9.00858;515818;-110;
0.23396;0.267666;0.573666;-0.006868;-3.10256;-0.0455141;2;9.00859;515829;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00488e-06;1;9.04931;556546;-110;
0.235565;0.266566;0.573666;-0.0134993;-3.07665;-0.0590367;2;9.04932;556558;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00489e-06;1;9.14012;647354;-110;
0.23866;0.265615;0.573666;-0.00997317;-3.07571;-0.0573476;2;9.14013;647367;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00489e-06;1;9.1891;696338;-110;
0.24256;0.264829;0.573666;-0.0125058;-3.06417;-0.0389416;2;9.18912;696355;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00489e-06;1;9.22687;734105;-110;
0.242193;0.263776;0.573666;-0.0101734;-3.09846;-0.0452873;2;9.22688;734118;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00489e-06;1;9.26481;772045;-110;
0.245727;0.264112;0.573666;-0.0146134;-3.06464;-0.0511627;2;9.26482;772059;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00489e-06;1;9.30393;811163;-110;
0.247027;0.26276;0.573666;-0.00624621;-3.07829;-0.0502884;2;9.30394;811174;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00489e-06;1;9.34274;849980;-110;
0.248727;0.262458;0.573666;-0.010264;-3.08377;-0.0500655;2;9.34276;850001;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.0049e-06;1;9.38369;890928;-110;
0.251521;0.261839;0.573666;-0.0108358;-3.06829;-0.0438787;2;9.38371;890943;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.0049e-06;1;9.42782;935057;-110;
0.25019;0.260792;0.573666;-0.0113616;-3.08379;-0.0474654;2;9.42784;935079;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.0049e-06;1;9.46869;975930;-110;
0.248571;0.259904;0.573666;-0.0155439;-3.07694;-0.0520595;2;9.46871;975942;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.0049e-06;1;9.50983;17063;-110;
0.25237;0.25955;0.573666;-0.0181961;-3.06491;-0.0504714;2;9.50984;17080;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.0049e-06;1;9.55302;60259;-110;
0.253968;0.259103;0.573666;-0.0100207;-3.08533;-0.0394015;2;9.55304;60271;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00491e-06;1;9.59949;106727;-110;
0.255137;0.258372;0.573666;-0.0116193;-3.07104;-0.044183;2;9.5995;106740;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00491e-06;1;9.63519;142430;-110;
0.258043;0.25817;0.573666;-0.0153738;-3.06864;-0.0374208;2;9.63521;142446;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00491e-06;1;9.67666;183900;-110;
0.259918;0.258073;0.573666;-0.0147746;-3.0583;-0.0370385;2;9.67668;183911;-110;
-0.128826;0.169895;0.573666;-3.14158;-3.14159;1.00491e-06;1;9.71504;222280;-110;
0.259364;0.257639;0.573666;-0.0132118;-3.04836;-0.0301459;2;9.7151;222340;-110;
