x;y;z;index;type;1.3873e-05;580819;-110;
-0.25786;0.148726;0.55;1;4;
-0.564735;0.254865;0.55;1;4;
-0.388836;0.163595;0.55;1;4;
-0.393919;0.150087;0.55;1;4;
-0.31761;0.120323;0.55;1;4;
-0.410274;0.10012;0.55;1;4;
-0.407215;0.0905451;0.55;1;4;
-0.408531;0.0853429;0.55;1;4;
-0.409491;0.0810439;0.55;1;4;
-0.410341;0.0767333;0.55;1;4;
-0.411024;0.0734125;0.55;1;4;
-0.411735;0.0693762;0.55;1;4;
-0.412533;0.0653496;0.55;1;4;
-0.413302;0.0612385;0.55;1;4;
-0.413994;0.0573814;0.55;1;4;
-0.414292;0.0543761;0.55;1;4;
-0.41465;0.0509738;0.55;1;4;
-0.415045;0.0478485;0.55;1;4;
-0.415441;0.0451114;0.55;1;4;
-0.415682;0.0427216;0.55;1;4;
-0.415694;0.0404575;0.55;1;4;
-0.416958;0.039144;0.55;1;4;
-0.416544;0.0344652;0.55;1;4;
-0.417089;0.0303387;0.55;1;4;
-0.417367;0.026401;0.55;1;4;
-0.417516;0.0230493;0.55;1;4;
-0.417595;0.0204866;0.55;1;4;
-0.411096;0.0773422;0.55;1;4;
-0.406018;0.0940465;0.55;1;4;
-0.401306;0.118395;0.55;1;4;
-0.392861;0.144152;0.55;1;4;
-0.383614;0.167259;0.55;1;4;
-0.369181;0.197115;0.55;1;4;
9.28488;865686;-110;
-0.36464;0.218319;0.55;0;1;
-0.348609;0.231713;0.55;1;1;
-0.332268;0.244649;0.55;2;1;
-0.315518;0.25704;0.55;3;1;
-0.298408;0.269094;0.55;4;1;
-0.28113;0.281316;0.55;5;1;
-0.263976;0.294393;0.55;6;1;
-0.247232;0.308958;0.55;7;1;
-0.231073;0.325347;0.55;8;1;
-0.215501;0.343452;0.55;9;1;
-0.200344;0.362747;0.55;10;1;
-0.185336;0.38246;0.55;11;1;
0;0;0;12;1;
-0.36464;0.218319;0.55;0;2;
-0.353592;0.235791;0.55;1;2;
-0.341465;0.253035;0.55;2;2;
-0.328238;0.269972;0.55;3;2;
-0.313904;0.286512;0.55;4;2;
-0.298468;0.302559;0.55;5;2;
-0.281952;0.318006;0.55;6;2;
-0.264398;0.332744;0.55;7;2;
-0.245868;0.346661;0.55;8;2;
-0.226442;0.359651;0.55;9;2;
-0.206225;0.371613;0.55;10;2;
-0.185336;0.38246;0.55;11;2;
0;0;0;12;2;
-0.233801;0.30252;0.550077;0;3;
-0.237291;0.298941;0.550154;228;3;
-0.23604;0.294102;0.550022;224;3;
-0.234519;0.289346;0.550274;223;3;
-0.23435;0.284349;0.550274;221;3;
-0.235331;0.279451;0.550501;217;3;
-0.240306;0.279951;0.550513;215;3;
-0.240839;0.274981;0.550415;213;3;
-0.245839;0.275037;0.550465;212;3;
-0.248893;0.271081;0.550338;211;3;
-0.252822;0.274173;0.550272;210;3;
-0.257554;0.272565;0.550426;207;3;
-0.259603;0.268006;0.550305;206;3;
-0.264585;0.267576;0.550287;201;3;
-0.269337;0.269129;0.550251;200;3;
-0.271607;0.264675;0.550271;195;3;
-0.276309;0.262975;0.55027;193;3;
-0.279313;0.258979;0.550377;185;3;
-0.278709;0.258508;0.550269;184;3;
-0.28258;0.255395;0.550847;183;3;
-0.286066;0.251816;0.550662;181;3;
-0.289472;0.251343;0.551239;175;3;
-0.293925;0.249071;0.551335;171;3;
-0.29864;0.250725;0.551529;159;3;
-0.303346;0.249041;0.551629;158;3;
-0.306192;0.253015;0.550575;157;3;
-0.309719;0.249471;0.550615;156;3;
-0.314698;0.24991;0.550752;155;3;
-0.319102;0.251912;0.549487;154;3;
-0.322704;0.248447;0.549378;150;3;
-0.327606;0.24753;0.549732;147;3;
-0.328827;0.242681;0.54969;146;3;
-0.333451;0.24079;0.549893;140;3;
-0.336504;0.236831;0.54997;137;3;
-0.33688;0.231848;0.550114;128;3;
-0.333036;0.228698;0.550665;125;3;
-0.334389;0.22389;0.550453;119;3;
-0.339288;0.224808;0.55006;117;3;
-0.339118;0.219826;0.549677;114;3;
-0.338542;0.214859;0.549674;110;3;
-0.3379;0.209923;0.549198;99;3;
-0.341258;0.20622;0.549118;86;3;
-0.345304;0.203293;0.54937;79;3;
-0.350103;0.204615;0.549834;76;3;
-0.355068;0.204337;0.550354;73;3;
-0.357417;0.199924;0.550433;72;3;
-0.355895;0.195183;0.549979;71;3;
-0.357254;0.190371;0.549973;58;3;
-0.357782;0.185399;0.549974;55;3;
-0.358446;0.180444;0.549902;47;3;
-0.358639;0.175449;0.549785;43;3;
-0.363042;0.173081;0.54986;39;3;
-0.362992;0.168099;0.549434;33;3;
-0.364801;0.163452;0.549796;31;3;
-0.363767;0.15857;0.550111;25;3;
-0.364333;0.153604;0.550005;24;3;
-0.368097;0.150343;0.549558;23;3;
-0.37288;0.149207;0.55047;8;3;
-0.373985;0.154071;0.550126;6;3;
-0.378505;0.153385;0.549962;4;3;
-0.379122;0.158346;0.550043;3;3;
-0.381486;0.162744;0.550296;2;3;
-0.383614;0.167259;0.55;0;0;0;0;1;3;
-0.397236;0.151091;0.55;0;0;0;0;0;3;
-0.333036;0.228698;0.550665;125;4;
9.33466;915467;-110;
-0.339213;0.256046;0.55;0;1;
-0.322037;0.267552;0.55;1;1;
-0.304604;0.278569;0.55;2;1;
-0.286834;0.289004;0.55;3;1;
-0.268754;0.299066;0.55;4;1;
-0.25051;0.309278;0.55;5;1;
-0.232325;0.320351;0.55;6;1;
-0.214419;0.332943;0.55;7;1;
-0.196931;0.347406;0.55;8;1;
-0.179869;0.363633;0.55;9;1;
-0.163112;0.381084;0.55;10;1;
-0.146463;0.398966;0.55;11;1;
0;0;0;12;1;
-0.339213;0.256046;0.55;0;2;
-0.326475;0.272101;0.55;1;2;
-0.312691;0.287836;0.55;2;2;
-0.297857;0.30316;0.55;3;2;
-0.281984;0.317978;0.55;4;2;
-0.265098;0.332187;0.55;5;2;
-0.247247;0.345679;0.55;6;2;
-0.228495;0.358351;0.55;7;2;
-0.208928;0.3701;0.55;8;2;
-0.188651;0.380836;0.55;9;2;
-0.167784;0.390479;0.55;10;2;
-0.146463;0.398966;0.55;11;2;
0;0;0;12;2;
-0.195559;0.307741;0.549957;0;3;
-0.199053;0.304164;0.549962;260;3;
-0.203248;0.301444;0.549961;253;3;
-0.206448;0.297604;0.549865;252;3;
-0.210909;0.295345;0.549862;249;3;
-0.21585;0.294582;0.549869;245;3;
-0.220843;0.29464;0.549617;242;3;
-0.225443;0.296586;0.549851;240;3;
-0.228769;0.292852;0.549877;235;3;
-0.233263;0.290661;0.549841;231;3;
-0.237558;0.288101;0.549854;217;3;
-0.240646;0.284171;0.549721;215;3;
-0.242355;0.279484;0.549386;210;3;
-0.243834;0.274711;0.549207;206;3;
-0.243051;0.269785;0.549554;202;3;
-0.244489;0.264996;0.549589;200;3;
-0.249452;0.265598;0.549699;199;3;
-0.252272;0.269726;0.54977;198;3;
-0.257178;0.270661;0.549537;195;3;
-0.260945;0.267383;0.549284;193;3;
-0.263872;0.263329;0.549285;192;3;
-0.26834;0.261097;0.549063;190;3;
-0.272649;0.258574;0.5488;171;3;
-0.277629;0.258137;0.548722;166;3;
-0.282519;0.259149;0.548463;165;3;
-0.286279;0.256007;0.549455;148;3;
-0.286906;0.251051;0.549663;140;3;
-0.290507;0.251;0.549829;137;3;
-0.294737;0.248335;0.549859;132;3;
-0.297262;0.244021;0.549993;117;3;
-0.301342;0.241132;0.549963;115;3;
-0.302116;0.238627;0.55118;108;3;
