x;y;z;angle;time;ms;delimiter;1572919922;512;-110;
0.140171;0.224581;0.554766;0.00163812;1572919929;543;-110;
0.140321;0.224564;0.554766;0.000139095;1572919929;583;-110;
0.140292;0.224578;0.554766;0.00037311;1572919929;618;-110;
0.140327;0.224589;0.554766;0.0022204;1572919929;652;-110;
0.140259;0.224605;0.554766;0.00180894;1572919929;689;-110;
0.135727;0.223842;0.554766;0.000560954;1572919929;869;-110;
0.126619;0.236108;0.539378;-0.0156533;1572919930;101;-110;
0.114701;0.245347;0.545634;0.0133789;1572919930;313;-110;
0.0980439;0.234687;0.554506;0.00452426;1572919930;538;-110;
0.0867728;0.22819;0.560121;0.00890514;1572919930;752;-110;
0.0855483;0.22098;0.56297;1.09747e-05;1572919930;992;-110;
0.0864167;0.217647;0.565339;0.00250506;1572919931;229;-110;
0.0856879;0.215436;0.566289;0.000230037;1572919931;472;-110;
0.0822145;0.214985;0.566594;-0.0084343;1572919931;673;-110;
0.0798745;0.215882;0.566646;-0.00967701;1572919931;798;-110;
0.0785219;0.216076;0.566646;0.0209398;1572919931;878;-110;
0.0757726;0.21327;0.566646;0.00177508;1572919931;928;-110;
0.074645;0.213077;0.566646;0.000690088;1572919931;964;-110;
0.0734867;0.212893;0.566646;0.00285746;1572919931;998;-110;
0.0724004;0.212668;0.566646;0.00147358;1572919932;43;-110;
0.0713075;0.212423;0.566646;0.00213526;1572919932;80;-110;
0.0693203;0.211969;0.566646;0.00131209;1572919932;126;-110;
0.0666728;0.211295;0.566646;0.000385791;1572919932;199;-110;
0.065908;0.211085;0.566646;0.00283072;1572919932;240;-110;
0.0652111;0.210844;0.566646;0.00151595;1572919932;280;-110;
0.0638768;0.210482;0.566646;0.00330065;1572919932;330;-110;
0.0632327;0.210323;0.566646;0.0020413;1572919932;372;-110;
0.0627487;0.210083;0.566646;0.00139761;1572919932;411;-110;
0.0616135;0.209878;0.566646;0.000184245;1572919932;464;-110;
0.0610339;0.209768;0.566646;0.00425673;1572919932;495;-110;
0.059148;0.209404;0.566646;0.00286295;1572919932;619;-110;
0.0586564;0.20936;0.566646;0.00144508;1572919932;671;-110;
0.057719;0.209258;0.566646;0.00148242;1572919932;711;-110;
0.0572392;0.209265;0.566646;0.000833541;1572919932;749;-110;
0.0566335;0.209213;0.566646;0.000681683;1572919932;787;-110;
0.0555584;0.20913;0.566646;0.00226209;1572919932;830;-110;
0.0550635;0.209097;0.566646;-0.0003177;1572919932;879;-110;
0.0543843;0.209133;0.566646;0.00115996;1572919932;923;-110;
0.0532845;0.208996;0.566646;0.00167251;1572919932;963;-110;
0.0526409;0.208987;0.566646;0.000623263;1572919933;11;-110;
0.051197;0.208889;0.566646;0.00176158;1572919933;60;-110;
0.051197;0.208889;0.566646;0.00176158;1572919933;100;-110;
0.0496944;0.208769;0.566646;0.00114843;1572919933;150;-110;
0.0483225;0.208589;0.566646;0.00100898;1572919933;197;-110;
0.0475718;0.208512;0.566646;0.00165805;1572919933;240;-110;
0.0468404;0.208396;0.566646;0.00139541;1572919933;286;-110;
0.0460137;0.208279;0.566646;0.00149207;1572919933;325;-110;
0.0453368;0.208177;0.566646;0.000507712;1572919933;357;-110;
0.0438122;0.20792;0.566646;0.0018175;1572919933;409;-110;
0.0421974;0.20765;0.566646;0.00134161;1572919933;455;-110;
0.0416145;0.207523;0.566646;0.00118406;1572919933;488;-110;
0.0408391;0.207414;0.566646;0.000777967;1572919933;529;-110;
0.0401584;0.207292;0.566646;0.00121975;1572919933;578;-110;
0.0388289;0.207008;0.566646;0.000785753;1572919933;630;-110;
0.0382084;0.206838;0.566646;0.000658728;1572919933;667;-110;
0.0369422;0.206583;0.566646;0.00176188;1572919933;719;-110;
0.0363725;0.206473;0.566646;0.000856847;1572919933;754;-110;
0.0357648;0.206358;0.566646;0.000459634;1572919933;785;-110;
0.0351866;0.206198;0.566646;0.000695877;1572919933;825;-110;
0.0343564;0.206018;0.566646;0.000606678;1572919933;866;-110;
0.0334817;0.205878;0.566646;0.00233008;1572919933;910;-110;
0.0327661;0.205721;0.566646;0.000390403;1572919933;949;-110;
0.0323029;0.205628;0.566646;0.00129042;1572919933;989;-110;
0.0317961;0.205586;0.566646;0.000289656;1572919934;33;-110;
0.0309271;0.205426;0.566646;0.000860147;1572919934;80;-110;
0.0305081;0.205383;0.566646;0.000787981;1572919934;119;-110;
0.0300911;0.20536;0.566646;0.00092122;1572919934;159;-110;
0.0292333;0.205246;0.566646;0.00067132;1572919934;196;-110;
0.0288116;0.205204;0.566646;0.000245154;1572919934;232;-110;
0.0283957;0.205133;0.566646;0.000844538;1572919934;270;-110;
0.0278821;0.205107;0.566646;0.00063698;1572919934;314;-110;
0.0274808;0.20507;0.566646;0.000542119;1572919934;353;-110;
0.0266667;0.205016;0.566646;8.4877e-05;1572919934;406;-110;
0.0257749;0.204961;0.566646;0.000152484;1572919934;452;-110;
0.0253524;0.204907;0.566646;-0.00074897;1572919934;494;-110;
0.0248562;0.204882;0.566646;0.0011524;1572919934;534;-110;
0.0244069;0.204851;0.566646;-9.07108e-05;1572919934;576;-110;
0.02339;0.204734;0.566646;-0.000340089;1572919934;612;-110;
0.0229888;0.204684;0.566646;0.000140049;1572919934;657;-110;
0.0224713;0.204625;0.566646;1.51694e-05;1572919934;700;-110;
0.0220082;0.204571;0.566646;6.23316e-05;1572919934;740;-110;
0.0208517;0.204423;0.566646;-0.000763521;1572919934;787;-110;
0.0204953;0.204358;0.566646;0.000365108;1572919934;822;-110;
0.0199957;0.204288;0.566646;0.000715002;1572919934;864;-110;
0.0190148;0.204144;0.566646;6.71595e-05;1572919934;904;-110;
0.0185387;0.204076;0.566646;-0.000722744;1572919934;943;-110;
0.0180556;0.203981;0.566646;-3.85195e-05;1572919934;981;-110;
0.0169398;0.20381;0.566646;-0.000570886;1572919935;18;-110;
