x;y;z;yaw;roll;pitch;type;time;ms;delimiter;2.895e-06;778793;-110;
-0.184131;0.214782;0.532045;-3.14159;-3.14159;1.15592e-06;1;4.02532;804113;-110;
0.121841;0.271312;0.532045;0.00104761;3.12227;0.0127449;2;4.02534;804131;-110;
-0.188113;0.209438;0.54403;-3.14158;-3.14159;1.22049e-06;1;4.13592;914711;-110;
0.124257;0.266925;0.54403;-0.00128317;3.12553;0.0154208;2;4.13593;914722;-110;
-0.188113;0.209438;0.54403;-3.14158;-3.14159;1.22049e-06;1;4.16669;945478;-110;
0.124257;0.266925;0.54403;-0.00128317;3.12553;0.0154208;2;4.1667;945490;-110;
-0.188113;0.209438;0.54403;-3.14158;-3.14159;1.22049e-06;1;4.26989;48685;-110;
0.129704;0.2679;0.54403;-0.000831604;3.11078;0.0167311;2;4.2699;48691;-110;
-0.188113;0.209438;0.54403;-3.14158;-3.14159;1.22049e-06;1;4.3732;151986;-110;
0.133676;0.267467;0.54403;-0.00105596;3.09916;0.0218153;2;4.37321;151999;-110;
-0.188113;0.209438;0.54403;-3.14158;-3.14159;1.22049e-06;1;4.47854;257331;-110;
0.139509;0.267105;0.54403;0.00318694;3.1088;0.0252314;2;4.47855;257337;-110;
-0.188113;0.209438;0.54403;-3.14158;-3.14159;1.22049e-06;1;4.58541;364202;-110;
0.143892;0.266267;0.54403;0.00411832;3.10844;0.029157;2;4.58543;364219;-110;
-0.188113;0.209438;0.54403;-3.14158;-3.14159;1.22049e-06;1;4.62029;399080;-110;
0.143892;0.266267;0.54403;0.00411832;3.10844;0.029157;2;4.6203;399088;-110;
-0.188113;0.209438;0.54403;-3.14158;-3.14159;1.22049e-06;1;4.72414;502933;-110;
0.149809;0.265163;0.54403;-0.00117874;3.09237;0.0231848;2;4.72415;502941;-110;
-0.188113;0.209438;0.54403;-3.14158;-3.14159;1.22049e-06;1;4.76216;540953;-110;
0.149809;0.265163;0.54403;-0.00117874;3.09237;0.0231848;2;4.76217;540962;-110;
-0.188113;0.209438;0.54403;-3.14158;-3.14159;1.2205e-06;1;4.86421;642995;-110;
